accession,description,project,species,taxid,tissue,BTO,mods,spectra,proteins,peptides,MS2,MS1,enzyme
157,Plasma Proteome (GPM10100000653),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,71,111,0,0,Trypsin
158,Plasma Proteome (GPM10100000654),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,87,191,0,0,Trypsin
159,Plasma Proteome (GPM10100000655),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,4,15,0,0,Trypsin
160,Plasma Proteome (GPM10100000656),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,75,169,0,0,Trypsin
161,Plasma Proteome (GPM10100000657),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,73,119,0,0,Trypsin
162,Plasma Proteome (GPM10100000658),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,73,152,0,0,Trypsin
163,Plasma Proteome (GPM10100000659),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,67,156,0,0,Trypsin
164,Plasma Proteome (GPM10100000660),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,67,136,0,0,Trypsin
165,Plasma Proteome (GPM10100000661),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,89,169,0,0,Trypsin
166,Plasma Proteome (GPM10100000662),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,74,150,0,0,Trypsin
167,Plasma Proteome (GPM10100000663),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,95,185,0,0,Trypsin
168,Plasma Proteome (GPM10100000664),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,78,171,0,0,Trypsin
169,Plasma Proteome (GPM10100000665),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,77,163,0,0,Trypsin
170,Plasma Proteome (GPM10100000666),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,72,142,0,0,Trypsin
171,Plasma Proteome (GPM10100000667),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,69,152,0,0,Trypsin
172,Plasma Proteome (GPM10100000668),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,49,141,0,0,Trypsin
173,Plasma Proteome (GPM10100000669),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,75,169,0,0,Trypsin
174,Plasma Proteome (GPM10100000670),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,82,163,0,0,Trypsin
175,Plasma Proteome (GPM10100000671),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,45,72,0,0,Trypsin
176,Plasma Proteome (GPM10100000672),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,66,156,0,0,Trypsin
177,Plasma Proteome (GPM10100000673),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,42,114,0,0,Trypsin
178,Plasma Proteome (GPM10100000674),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,56,150,0,0,Trypsin
179,Plasma Proteome (GPM10100000675),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,57,146,0,0,Trypsin
180,Plasma Proteome (GPM10100000676),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,73,176,0,0,Trypsin
181,Plasma Proteome (GPM10100000677),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,680,0,0,Trypsin
182,Plasma Proteome (GPM10100000678),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,649,0,0,Trypsin
183,Plasma Proteome (GPM10100000679),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,146,669,0,0,Trypsin
184,Plasma Proteome (GPM10100000680),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,88,405,0,0,Trypsin
185,Plasma Proteome (GPM10100000681),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,113,663,0,0,Trypsin
186,Plasma Proteome (GPM10100000682),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,60,153,0,0,Trypsin
187,Plasma Proteome (GPM10100000683),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,133,679,0,0,Trypsin
188,Plasma Proteome (GPM10100000684),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,117,744,0,0,Trypsin
189,Plasma Proteome (GPM10100000685),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,109,599,0,0,Trypsin
190,Plasma Proteome (GPM10100000686),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,91,482,0,0,Trypsin
191,Plasma Proteome (GPM10100000687),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,108,621,0,0,Trypsin
192,Plasma Proteome (GPM10100000688),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,116,656,0,0,Trypsin
193,Plasma Proteome (GPM10100000689),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,119,703,0,0,Trypsin
194,Plasma Proteome (GPM10100000690),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,120,630,0,0,Trypsin
195,Plasma Proteome (GPM10100000691),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,126,679,0,0,Trypsin
196,Plasma Proteome (GPM10100000692),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,152,785,0,0,Trypsin
197,Plasma Proteome (GPM10100000693),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,116,586,0,0,Trypsin
198,Plasma Proteome (GPM10100000694),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,99,461,0,0,Trypsin
199,Plasma Proteome (GPM10100000695),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,126,638,0,0,Trypsin
200,Plasma Proteome (GPM10100000696),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,627,0,0,Trypsin
201,Plasma Proteome (GPM10100000697),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,121,698,0,0,Trypsin
202,Plasma Proteome (GPM10100000698),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,98,619,0,0,Trypsin
203,Plasma Proteome (GPM10100000699),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,138,728,0,0,Trypsin
204,Plasma Proteome (GPM10100000700),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,130,710,0,0,Trypsin
205,Plasma Proteome (GPM10100000701),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,104,514,0,0,Trypsin
206,Plasma Proteome (GPM10100000702),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,86,464,0,0,Trypsin
207,Plasma Proteome (GPM10100000703),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,123,705,0,0,Trypsin
208,Plasma Proteome (GPM10100000704),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,112,602,0,0,Trypsin
209,Plasma Proteome (GPM10100000705),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,127,665,0,0,Trypsin
210,Plasma Proteome (GPM10100000706),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,136,722,0,0,Trypsin
211,Plasma Proteome (GPM10100000707),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,142,710,0,0,Trypsin
212,Plasma Proteome (GPM10100000708),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,133,695,0,0,Trypsin
213,Plasma Proteome (GPM10100000709),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,125,717,0,0,Trypsin
214,Plasma Proteome (GPM10100000710),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,111,646,0,0,Trypsin
215,Plasma Proteome (GPM10100000711),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,41,45,0,0,Trypsin
216,Plasma Proteome (GPM10100000712),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,10,10,0,0,Trypsin
217,Plasma Proteome (GPM10100000713),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,35,50,0,0,Trypsin
218,Plasma Proteome (GPM10100000714),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,48,96,0,0,Trypsin
219,Plasma Proteome (GPM10100000715),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,53,98,0,0,Trypsin
220,Plasma Proteome (GPM10100000716),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,31,66,0,0,Trypsin
221,Plasma Proteome (GPM10100000717),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,50,100,0,0,Trypsin
222,Plasma Proteome (GPM10100000718),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,45,102,0,0,Trypsin
223,Plasma Proteome (GPM10100000719),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,55,117,0,0,Trypsin
224,Plasma Proteome (GPM10100000720),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,42,86,0,0,Trypsin
225,Plasma Proteome (GPM10100000721),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,93,237,0,0,Trypsin
226,Plasma Proteome (GPM10100000722),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,97,235,0,0,Trypsin
227,Plasma Proteome (GPM10100000723),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,94,234,0,0,Trypsin
228,Plasma Proteome (GPM10100000724),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,93,232,0,0,Trypsin
229,Plasma Proteome (GPM10100000725),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,134,501,0,0,Trypsin
230,Plasma Proteome (GPM10100000726),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,130,496,0,0,Trypsin
231,Plasma Proteome (GPM10100000727),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,123,469,0,0,Trypsin
232,Plasma Proteome (GPM10100000728),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,123,485,0,0,Trypsin
233,Plasma Proteome (GPM10100000729),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,125,463,0,0,Trypsin
234,Plasma Proteome (GPM10100000730),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,118,378,0,0,Trypsin
235,Plasma Proteome (GPM10100000731),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,113,355,0,0,Trypsin
236,Plasma Proteome (GPM10100000732),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,122,392,0,0,Arg-C
237,Plasma Proteome (GPM10100000733),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,126,383,0,0,Arg-C
238,Plasma Proteome (GPM10100000734),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,110,337,0,0,Arg-C
239,Plasma Proteome (GPM10100000735),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,125,418,0,0,Arg-C
240,Plasma Proteome (GPM10100000736),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,274,0,0,Arg-C
241,Plasma Proteome (GPM10100000737),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,125,285,0,0,Glu-C
242,Plasma Proteome (GPM10100000738),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,102,272,0,0,Glu-C
243,Plasma Proteome (GPM10100000739),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,124,302,0,0,Glu-C
244,Plasma Proteome (GPM10100000740),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,124,354,0,0,Glu-C
245,Plasma Proteome (GPM10100000741),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,346,0,0,Trypsin
246,Plasma Proteome (GPM10100000742),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,104,336,0,0,Arg-C
247,Plasma Proteome (GPM10100000743),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,113,354,0,0,Trypsin
248,Plasma Proteome (GPM10100000744),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,119,331,0,0,Arg-C
249,Plasma Proteome (GPM10100000745),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,112,323,0,0,Arg-C
250,Plasma Proteome (GPM10100000746),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,109,307,0,0,Arg-C
251,Plasma Proteome (GPM10100000747),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,99,191,0,0,Arg-C
252,Plasma Proteome (GPM10100000748),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,112,307,0,0,Arg-C
253,Plasma Proteome (GPM10100000749),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,124,310,0,0,Arg-C
254,Plasma Proteome (GPM10100000750),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,134,357,0,0,Arg-C
255,Plasma Proteome (GPM10100000751),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,131,338,0,0,Arg-C
256,Plasma Proteome (GPM10100000752),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,116,303,0,0,Arg-C
257,Plasma Proteome (GPM10100000753),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,138,349,0,0,Arg-C
258,Plasma Proteome (GPM10100000754),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,294,0,0,Trypsin
259,Plasma Proteome (GPM10100000755),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,107,304,0,0,Trypsin
260,Plasma Proteome (GPM10100000756),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,130,355,0,0,Trypsin
261,Plasma Proteome (GPM10100000757),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,228,0,0,Glu-C
262,Plasma Proteome (GPM10100000758),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,117,200,0,0,Glu-C
263,Plasma Proteome (GPM10100000759),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,100,185,0,0,Glu-C
264,Plasma Proteome (GPM10100000760),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,91,182,0,0,Glu-C
265,Plasma Proteome (GPM10100000761),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,95,188,0,0,Glu-C
266,Plasma Proteome (GPM10100000762),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,94,188,0,0,Glu-C
267,Plasma Proteome (GPM10100000763),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,80,232,0,0,Glu-C
268,Plasma Proteome (GPM10100000764),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,105,291,0,0,Trypsin
269,Plasma Proteome (GPM10100000765),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,87,266,0,0,Trypsin
270,Plasma Proteome (GPM10100000766),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,9,11,0,0,Trypsin
271,Plasma Proteome (GPM10100000767),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,7,7,0,0,Trypsin
272,Plasma Proteome (GPM10100000768),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,21,23,0,0,Trypsin
273,Plasma Proteome (GPM10100000769),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,19,24,0,0,Trypsin
274,Plasma Proteome (GPM10100000770),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,10,11,0,0,Trypsin
275,Plasma Proteome (GPM10100000771),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,24,30,0,0,Trypsin
276,Plasma Proteome (GPM10100000772),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,16,20,0,0,Trypsin
277,Plasma Proteome (GPM10100000773),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,26,33,0,0,Trypsin
278,Plasma Proteome (GPM10100000774),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,75,358,0,0,Trypsin
279,Plasma Proteome (GPM10100000775),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,75,98,0,0,Trypsin
280,Plasma Proteome (GPM10100000776),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,80,147,0,0,Trypsin
281,Plasma Proteome (GPM10100000777),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,73,148,0,0,Trypsin
282,Plasma Proteome (GPM10100000778),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,60,109,0,0,Trypsin
283,Plasma Proteome (GPM10100000779),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,102,218,0,0,Trypsin
284,Plasma Proteome (GPM10100000780),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,110,247,0,0,Trypsin
285,Plasma Proteome (GPM10100000781),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,89,237,0,0,Trypsin
286,Plasma Proteome (GPM10100000782),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,100,219,0,0,Trypsin
287,Plasma Proteome (GPM10100000783),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,98,197,0,0,Trypsin
288,Plasma Proteome (GPM10100000784),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,102,192,0,0,Trypsin
289,Plasma Proteome (GPM10100000785),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,115,211,0,0,Trypsin
290,Plasma Proteome (GPM10100000786),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,105,190,0,0,Trypsin
291,Plasma Proteome (GPM10100000787),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,106,188,0,0,Trypsin
292,Plasma Proteome (GPM10100000788),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,112,198,0,0,Trypsin
293,Plasma Proteome (GPM10100000789),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,87,147,0,0,Trypsin
294,Plasma Proteome (GPM10100000790),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,128,208,0,0,Trypsin
295,Plasma Proteome (GPM10100000791),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,140,229,0,0,Lys-N
296,Plasma Proteome (GPM10100000792),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,113,206,0,0,Lys-C
297,Plasma Proteome (GPM10100000793),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,97,125,0,0,Trypsin
298,Plasma Proteome (GPM10100000794),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,100,135,0,0,Trypsin
299,Plasma Proteome (GPM10100000795),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,79,98,0,0,Lys-C
300,Plasma Proteome (GPM10100000796),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,88,149,0,0,Trypsin
301,Plasma Proteome (GPM10100000797),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,90,156,0,0,Trypsin
302,Plasma Proteome (GPM10100000798),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,84,139,0,0,Trypsin
303,Plasma Proteome (GPM10100000799),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,81,89,0,0,Trypsin
304,Plasma Proteome (GPM10100000800),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,85,89,0,0,Trypsin
305,Plasma Proteome (GPM10100000801),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,96,225,0,0,Trypsin
306,Plasma Proteome (GPM10100000802),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,90,184,0,0,Trypsin
307,Plasma Proteome (GPM10100000803),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,85,182,0,0,Trypsin
308,Plasma Proteome (GPM10100000804),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,95,192,0,0,Trypsin
309,Plasma Proteome (GPM10100000805),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,96,253,0,0,Trypsin
310,Plasma Proteome (GPM10100000806),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,80,180,0,0,Trypsin
311,Plasma Proteome (GPM10100000807),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,84,170,0,0,Trypsin
312,Plasma Proteome (GPM10100000808),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,98,212,0,0,Trypsin
313,Plasma Proteome (GPM10100000809),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,90,228,0,0,Trypsin
314,Plasma Proteome (GPM10100000810),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,110,269,0,0,Trypsin
315,Plasma Proteome (GPM10100000811),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,112,253,0,0,Trypsin
316,Plasma Proteome (GPM10100000812),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,68,152,0,0,Trypsin
317,Plasma Proteome (GPM10100000813),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,98,231,0,0,Trypsin
318,Plasma Proteome (GPM10100000814),GPMDB Submission: Plasma Proteome,Homo sapiens (Human),9606, N/A, N/A, N/A,0,95,240,0,0,Trypsin
